name,dail,prev
Bender, Of course they're unheeded. How am I supposed to hear prayers coming out of my ass?," My Lord, the infidels on your back no longer believe in you. They say their prayers go unheeded."
Malachi, They talk of war against the faithful. I beseech thee. Rise up against them. Smite someone who deserves it for once., Of course they're unheeded. How am I supposed to hear prayers coming out of my ass?
Bender," Malachi, every time I interfere, I only make things worse. You're best off solving your own problems.", They talk of war against the faithful. I beseech thee. Rise up against them. Smite someone who deserves it for once.
Malachi, But-But Metal Lord.," Malachi, every time I interfere, I only make things worse. You're best off solving your own problems."
Bender," What part of ""nay"" doesn't thou understand?", But-But Metal Lord.
Fry," Sir, I'm outfitting an expedition to a monastery high in the Himalayas. I'll need a long-sleeved coat."," What part of ""nay"" doesn't thou understand?"
Leela," Look, I miss Bender almost half as much as you do but you can't bring him back this way. It's hopeless."," Sir, I'm outfitting an expedition to a monastery high in the Himalayas. I'll need a long-sleeved coat."
Fry, I'd also like a pack mule.," Look, I miss Bender almost half as much as you do but you can't bring him back this way. It's hopeless."
Salesman," At once, sir!", I'd also like a pack mule.
Leela," Well, you obviously won't listen to reason, so I guess I'll listen to idiotic-ness and come with you. But we'll need a sherpa to guide us."," At once, sir!"
Bender," Atomic bombs? Oh, no! Those unbelievers from my backside must have found my nuclear pile!"," Well, you obviously won't listen to reason, so I guess I'll listen to idiotic-ness and come with you. But we'll need a sherpa to guide us."
Malachi," Fear not, my Lord. We shall be with you soon."," Atomic bombs? Oh, no! Those unbelievers from my backside must have found my nuclear pile!"
Bender, You're with me now. This is the maximum level of being with me!," Fear not, my Lord. We shall be with you soon."
Malachi, We will solve our own problems as you commanded. The time has come to convert the unbelievers., You're with me now. This is the maximum level of being with me!
Bender, Convert them?, We will solve our own problems as you commanded. The time has come to convert the unbelievers.
Malachi,, Convert them?
Malachi, Jr. hard he'll save us from--,
Bender, Ooh! It tickles!, Jr. hard he'll save us from--
Bender, They're dead. All dead. Who would have known playing God could have such terrible consequences?, Ooh! It tickles!
Leela," Fry, if I drop dead from exhaustion, make sure my body freezes in a dignified position. None of that ""huddled over for warmth"" crap.", They're dead. All dead. Who would have known playing God could have such terrible consequences?
Namgyal, Behold. The Monastery of Dschubba. I must leave you now for I am not holy enough to enter.," Fry, if I drop dead from exhaustion, make sure my body freezes in a dignified position. None of that ""huddled over for warmth"" crap."
Fry, OK., Behold. The Monastery of Dschubba. I must leave you now for I am not holy enough to enter.
Leela, Looks rickety. We'd better test it., OK.
Female Voice, Welcome to our monastery. Please stand to one side to let faster pilgrims by., Looks rickety. We'd better test it.
Bender, Hey! That galaxy's signalling in binary. I gotta signal back. But I only know enough binary to ask where the bathroom is. You speak English?, Welcome to our monastery. Please stand to one side to let faster pilgrims by.
Galaxy, I do now., Hey! That galaxy's signalling in binary. I gotta signal back. But I only know enough binary to ask where the bathroom is. You speak English?
Bender, What are you? Some kind of galactic computer?, I do now.
Galaxy," Possible. I am user friendly, my good chum.", What are you? Some kind of galactic computer?
Bender, Who built you?," Possible. I am user friendly, my good chum."
Galaxy, I have always been., Who built you?
Bender," Oh, my God. Are you God?", I have always been.
God," Possible. I do feel compassion for all living things, my good chum."," Oh, my God. Are you God?"
Bender," But why would God think in binary? Unless ... you're not God, but the remains of a computerised space probe that collided with God."," Possible. I do feel compassion for all living things, my good chum."
God, That seems probable.," But why would God think in binary? Unless ... you're not God, but the remains of a computerised space probe that collided with God."
Monk 1," A member of our brotherhood sits at these controls every hour of every day, scanning the heavens for God.", That seems probable.
Monk 2," There he is! No. No, wait, no."," A member of our brotherhood sits at these controls every hour of every day, scanning the heavens for God."
Leela, How long have you been at it?," There he is! No. No, wait, no."
Monk 1," 700 years. We've not yet examined one-ten-millionth of the sky. But we will go on until we find the Almighty, even if it takes till the end of time.", How long have you been at it?
Fry, And then what?," 700 years. We've not yet examined one-ten-millionth of the sky. But we will go on until we find the Almighty, even if it takes till the end of time."
Monk 1," Then we utter unto him a short prayer. You see, the telescope is also an amplifying transmitter.", And then what?
Leela, Sort of like a giant karaoke machine?," Then we utter unto him a short prayer. You see, the telescope is also an amplifying transmitter."
Monk 1, Not really. Would you like to see our giant karaoke machine?, Sort of like a giant karaoke machine?
Leela, Not really., Not really. Would you like to see our giant karaoke machine?
Fry," Hmm. Finding God. That-That's important, yeah. But you know what might be a treat for everyone? If you let me use the telescope to find my lost friend, Bender.", Not really.
Monk 1," I don't know what to say, other than ""absolutely not"". Your loss is a tragedy but our work--"," Hmm. Finding God. That-That's important, yeah. But you know what might be a treat for everyone? If you let me use the telescope to find my lost friend, Bender."
Fry," Aw, come on! You guys have forever to look for God. All I'm asking is one measly lifetime to find my friend."," I don't know what to say, other than ""absolutely not"". Your loss is a tragedy but our work--"
Monk, #2 God.," Aw, come on! You guys have forever to look for God. All I'm asking is one measly lifetime to find my friend."
Monk 1," Oh, how convenient! A theory about God that doesn't require looking through a telescope. Get back to work!", #2 God.
Fry, That telescope is as much mine as anybody's. I'm using it whether you give me permission or not.," Oh, how convenient! A theory about God that doesn't require looking through a telescope. Get back to work!"
Leela," Hi-yah! Your order may be famous for your martial arts, but I've never met a holy man I couldn't clobber.", That telescope is as much mine as anybody's. I'm using it whether you give me permission or not.
Monk 1," Actually, we only practise martial arts as a form of meditation. We are a strictly non-violent sect."," Hi-yah! Your order may be famous for your martial arts, but I've never met a holy man I couldn't clobber."
Leela, Oh. Then get in the laundry room or I'll kick your butts!," Actually, we only practise martial arts as a form of meditation. We are a strictly non-violent sect."
Monk 3, This is the worst crazy sect I've ever been in., Oh. Then get in the laundry room or I'll kick your butts!
Bender," So, do you know what I'm gonna do before I do it?", This is the worst crazy sect I've ever been in.
God, Yes.," So, do you know what I'm gonna do before I do it?"
Bender, What if I do something different?, Yes.
God, Then I don't know that., What if I do something different?
Bender," Cool! Cool! I bet a lot of people pray to you, huh?", Then I don't know that.
God," Yes. But there are so many asking so much. After a while, you just sorta tune it out."," Cool! Cool! I bet a lot of people pray to you, huh?"
Bender," Y'know, I was God once."," Yes. But there are so many asking so much. After a while, you just sorta tune it out."
God," Yes, I saw. You were doing well until everyone died."," Y'know, I was God once."
Bender," It was awful. I tried helping them, I tried not helping them but in the end I couldn't do them any good. Do you think what I did was wrong?"," Yes, I saw. You were doing well until everyone died."
God, Right and wrong are just words. What matters is what you do.," It was awful. I tried helping them, I tried not helping them but in the end I couldn't do them any good. Do you think what I did was wrong?"
Bender," Yeah I know, that's why I asked if what I did-- Forget it.", Right and wrong are just words. What matters is what you do.
God," Bender, being God isn't easy. If you do too much, people get dependent on you. And if you do nothing, they lose hope. You have to use a light touch like a safecracker or a pickpocket."," Yeah I know, that's why I asked if what I did-- Forget it."
Bender, Or a guy who burns down the bar for the insurance money.," Bender, being God isn't easy. If you do too much, people get dependent on you. And if you do nothing, they lose hope. You have to use a light touch like a safecracker or a pickpocket."
God," Yes, if you make it look like an electrical thing. When you do things right, people won't be sure you've done anything at all.", Or a guy who burns down the bar for the insurance money.
Bender, Does that mean you wouldn't send me back to Earth even if I prayed to you?," Yes, if you make it look like an electrical thing. When you do things right, people won't be sure you've done anything at all."
God, Earth? Which way is that?, Does that mean you wouldn't send me back to Earth even if I prayed to you?
Bender, I don't know., Earth? Which way is that?
Fry, Bender? Bender?, I don't know.
Monk 2, Let us out! We cooked our shoes in the dryer and ate them. Now we're bored., Bender? Bender?
Fry, Hello? Has anyone out there seen Bender?, Let us out! We cooked our shoes in the dryer and ate them. Now we're bored.
HG Blob, No! Quit asking., Hello? Has anyone out there seen Bender?
Leela," Fry, it's been three days. And even if you stay here the rest of your life, there is virtually no chance of finding him. It's time to give up.", No! Quit asking.
Fry," But still, I wish I had Bender back."," Fry, it's been three days. And even if you stay here the rest of your life, there is virtually no chance of finding him. It's time to give up."
God, Huh?," But still, I wish I had Bender back."
Bender, Huh? Wha? You say something?, Huh?
God," No, no. Well, so long. Remember what we talked about.", Huh? Wha? You say something?
Bender," Hot, hot, hot, hot!"," No, no. Well, so long. Remember what we talked about."
Fry, Ow!," Hot, hot, hot, hot!"
Leela," This is, by a wide margin, the least likely thing that has ever happened.", Ow!
Bender, God!," This is, by a wide margin, the least likely thing that has ever happened."
Fry, We climbed a mountain and locked up some monks., God!
Leela," Oh, no! The monks! We forgot to let them out of the laundry room.", We climbed a mountain and locked up some monks.
Fry," Do we have to? I mean, they're monks. I'm sure their God will let them out or at least give them more shoes to eat."," Oh, no! The monks! We forgot to let them out of the laundry room."
Bender," Fat chance! You can't count on God for jack. He pretty much told me so himself. Now come on. If we don't save those monks, no one will!"," Do we have to? I mean, they're monks. I'm sure their God will let them out or at least give them more shoes to eat."
God," When you do things right, people won't be sure you've done anything at all."," Fat chance! You can't count on God for jack. He pretty much told me so himself. Now come on. If we don't save those monks, no one will!"
Man, Yes! Good thing I noticed the similar shapes.," When you do things right, people won't be sure you've done anything at all."
Hermes," Planet Express stockholders, I present our chief executive officer, Professor Hubert Farnsworth.", Yes! Good thing I noticed the similar shapes.
Farnsworth, Oh!," Planet Express stockholders, I present our chief executive officer, Professor Hubert Farnsworth."
Amy, There he is!, Oh!
Hattie, Take it off!, There he is!
Farnsworth, Where am I?, Take it off!
Hermes, Move forward. Walk into the light., Where am I?
Farnsworth," Thank you all for coming. I don't recognise any of you, nor can I recall why I am here. Now, without further ado, a film highlighting Planet Express Inc.'s latest fiscal year.", Move forward. Walk into the light.
Narrator, It was a year of soaring profits and significant one-time losses.," Thank you all for coming. I don't recognise any of you, nor can I recall why I am here. Now, without further ado, a film highlighting Planet Express Inc.'s latest fiscal year."
Fry, Psst! Watching myself work is making me hungry. Help me find some food somewhere., It was a year of soaring profits and significant one-time losses.
Zoidberg," I'll not only help you find it, I'll help you do more to it!", Psst! Watching myself work is making me hungry. Help me find some food somewhere.
Fry," Ooh! A Bot Mitzvah. Shalom, hunger! Shalom, free food!"," I'll not only help you find it, I'll help you do more to it!"
Robot 1, No shellfish!," Ooh! A Bot Mitzvah. Shalom, hunger! Shalom, free food!"
Zoidberg, That is so unfair!, No shellfish!
Pig, Tell me about it., That is so unfair!
Fry, So what's the deal? You guys don't believe in Robot Jesus?, Tell me about it.
Rabbibot, We believe he was built and that he was a very well programmed robot. But he wasn't our Messiah., So what's the deal? You guys don't believe in Robot Jesus?
Narrator, And so our company flames onwards. Planet Express, We believe he was built and that he was a very well programmed robot. But he wasn't our Messiah.
Hermes," It's been a terrible year, people. The company is on the verge of bankruptcy.", And so our company flames onwards. Planet Express
Leela, But the movie--," It's been a terrible year, people. The company is on the verge of bankruptcy."
Hermes," The blue slice represents the money we earned from shipping packages, while the green slice represents an $8 bank error in our favour.", But the movie--
Leela, This toads the wet sprocket. What about out thousands of shares of stock?," The blue slice represents the money we earned from shipping packages, while the green slice represents an $8 bank error in our favour."
Hermes, Worthless., This toads the wet sprocket. What about out thousands of shares of stock?
Bender, I'll kill you!, Worthless.
Hattie, I own one share of Planet kajiggers so I'm entitled to some answers. Question 1, I'll kill you!
Farnsworth, 'Cause your apartment smells like Polygrip and cat pee., I own one share of Planet kajiggers so I'm entitled to some answers. Question 1
Fry, This is perfect for me., 'Cause your apartment smells like Polygrip and cat pee.
Zoidberg," You didn't let me finish. I was going to say ""to get the free food"".", This is perfect for me.
Joe, My name's Joe and I'm a defrostee.," You didn't let me finish. I was going to say ""to get the free food""."
All," Hello, Joe.", My name's Joe and I'm a defrostee.
Joe," When I was frozen, giant carrots ruled the Earth, but now they don't. It takes some getting used to."," Hello, Joe."
Steve Castle," Back in the 1980's, I was the toast of Wall Street. I was having whiskey with Boesky and cookies with Milken. But then, I was diagnosed with terminal boneitis."," When I was frozen, giant carrots ruled the Earth, but now they don't. It takes some getting used to."
Fry, Boneitis? Pft! That's a funny name for a horrible disease.," Back in the 1980's, I was the toast of Wall Street. I was having whiskey with Boesky and cookies with Milken. But then, I was diagnosed with terminal boneitis."
Steve," Castle Naturally I froze myself until a cure was found. Now here I am, ready to sleaze my way back to the top, 80's style!", Boneitis? Pft! That's a funny name for a horrible disease.
Caveman, The hardest thing was seeing my wife on display in the British Museum.," Castle Naturally I froze myself until a cure was found. Now here I am, ready to sleaze my way back to the top, 80's style!"
Fry,, The hardest thing was seeing my wife on display in the British Museum.
Steve Castle, Sure do! We can dance!,
Fry," Y'know, that dance wasn't as safe as they said it was.", Sure do! We can dance!
Steve Castle, I tell you," Y'know, that dance wasn't as safe as they said it was."
Fry, No question!, I tell you
Steve Castle, If only someone would give us a shot., No question!
Fry," They're scared of our raw power. Oh, but if you want a job, I could beg everyone at the company where I work.", If only someone would give us a shot.
Steve Castle, Awesome. Awesome to the max!," They're scared of our raw power. Oh, but if you want a job, I could beg everyone at the company where I work."
Hermes," And finally, the post office meter is for business mail only.", Awesome. Awesome to the max!
Bender," Aw, come on! I've got a lot of ransom notes to send!"," And finally, the post office meter is for business mail only."
Hattie, Enough talk. It's time for action. I move that everyone come to my apartment to snuggle my cat.," Aw, come on! I've got a lot of ransom notes to send!"
Scruffy, Second., Enough talk. It's time for action. I move that everyone come to my apartment to snuggle my cat.
Farnsworth, I move that your cat stinks and is ugly., Second.
Scruffy, Second., I move that your cat stinks and is ugly.
Hattie, I move that we vote on a new chief executive officer and oust this old creep. And also that make cat smells good and is pretty., Second.
Scruffy, Second., I move that we vote on a new chief executive officer and oust this old creep. And also that make cat smells good and is pretty.
Hermes, Very well. I nominate the Professor., Second.
Amy, Second., Very well. I nominate the Professor.
Leela, Second., Second.
Bender, Second., Second.
Farnsworth, I'm your man., Second.
Leela," I vote my 10,000 shares for the Professor.", I'm your man.
Hermes," Yeah, the Professor!"," I vote my 10,000 shares for the Professor."
Farnsworth, Me!," Yeah, the Professor!"
Fry," My shares still count if they went through the washing machine, right?", Me!
Hermes," Well, if I know anything about which number is bigger than the other number, I'd say that--"," My shares still count if they went through the washing machine, right?"
Scruffy," Now hold on there. Scruffy votes his 40,000 shares for the mysterious stranger."," Well, if I know anything about which number is bigger than the other number, I'd say that--"
Leela," 40,000? How come you have four-times as much stock as the rest of us?"," Now hold on there. Scruffy votes his 40,000 shares for the mysterious stranger."
Scruffy, Scruffy believes in this company.," 40,000? How come you have four-times as much stock as the rest of us?"
Hermes," Then we have a tie. And in the event of a tie, the Professor, as the current CEO remains--", Scruffy believes in this company.
Hattie, Hey! You ate my change!," Then we have a tie. And in the event of a tie, the Professor, as the current CEO remains--"
Hermes, Then it's settled. The new chief executive officer of Planet Express corporation is That Guy., Hey! You ate my change!
Hermes," Please welcome our new chief executive officer, That Guy.", Then it's settled. The new chief executive officer of Planet Express corporation is That Guy.
Steve Castle, Let's cut to the chase. There are two kinds of people," Please welcome our new chief executive officer, That Guy."
Zoidberg," Uh, excuse me? Which is the one people like to hug?", Let's cut to the chase. There are two kinds of people
Steve, Castle I am proud to be the shepherd of this herd of sharks and I am gonna lead you to the top in this industry of ... of--," Uh, excuse me? Which is the one people like to hug?"
Fry, Package delivery., Castle I am proud to be the shepherd of this herd of sharks and I am gonna lead you to the top in this industry of ... of--
Steve," Castle Fantastic! Now, the first order of business is to blame everything on the guy before me. Professor?", Package delivery.
Farnsworth, I'll ruin you like I ruined this company.," Castle Fantastic! Now, the first order of business is to blame everything on the guy before me. Professor?"
Steve Castle, Terrific. Question number one, I'll ruin you like I ruined this company.
Farnsworth," Um, business plan, uh, yes. I keep it here, right next to my heart.", Terrific. Question number one
Steve Castle," This isn't a business plan, it's an escape plan."," Um, business plan, uh, yes. I keep it here, right next to my heart."
Farnsworth," So long, suckers!"," This isn't a business plan, it's an escape plan."
Steve Castle," Fry, as a fellow 80's dollar-jockey, I'm making you my new vice chairman."," So long, suckers!"
Fry, I'm rollin' up the corporate ramp.," Fry, as a fellow 80's dollar-jockey, I'm making you my new vice chairman."
Zoidberg, It's the end of the line!, I'm rollin' up the corporate ramp.
Hermes, We're ruined!, It's the end of the line!
Scruffy, What fevered dream is this that bids to tear this company in twain?, We're ruined!
Monster," Thank you, come again!", What fevered dream is this that bids to tear this company in twain?
Steve Castle, That's what I call a hostile makeover! Hair gel?," Thank you, come again!"
Fry," No, thanks. I make my own.", That's what I call a hostile makeover! Hair gel?
Steve Castle," This company's gonna shoot straight to the top and stay there, like Cindy Lauper! I ask you"," No, thanks. I make my own."
Zoidberg," Is it Planet Express, master?"," This company's gonna shoot straight to the top and stay there, like Cindy Lauper! I ask you"
Steve, Castle Mom's Friendly Delivery Company.," Is it Planet Express, master?"
Hermes, We can't compete with Mom! Her company is big and evil. Ours is small and neutral., Castle Mom's Friendly Delivery Company.
Steve Castle, Switzerland is small and neutral. We're more like Germany; ambitious and misunderstood., We can't compete with Mom! Her company is big and evil. Ours is small and neutral.
Amy," Look, everyone wants to be like Germany but do we really have the pure strength of will?", Switzerland is small and neutral. We're more like Germany; ambitious and misunderstood.
Steve Castle, I say we do! Now are we gonna let ourselves get beaten by an old lady?," Look, everyone wants to be like Germany but do we really have the pure strength of will?"
Zoidberg," Yes, my liege!", I say we do! Now are we gonna let ourselves get beaten by an old lady?
Fry, Look at my butt!," Yes, my liege!"
Mom," You call that a pressed ham? Walt, hit the retaliate button.", Look at my butt!
Walt, Uh ... um ... hmm ... let's see.," You call that a pressed ham? Walt, hit the retaliate button."
Mom, Any button! They all retaliate!, Uh ... um ... hmm ... let's see.
Fry, Now this is the high life; watching apes mangle each other near celebrities., Any button! They all retaliate!
Steve Castle, In my day we went to coke parties but the principle's the same., Now this is the high life; watching apes mangle each other near celebrities.
Calculon," Get your stinkin' trike off me, you damn dirty ape.", In my day we went to coke parties but the principle's the same.
Steve Castle," Listen, big guy, now that you're my protégé, it's time I cut you in on the secret to success. Any guesses?"," Get your stinkin' trike off me, you damn dirty ape."
Fry," Uh, work really, really hard?"," Listen, big guy, now that you're my protégé, it's time I cut you in on the secret to success. Any guesses?"
Steve Castle, No.," Uh, work really, really hard?"
Fry," Oh, thank God!", No.
Steve Castle," It's all about appearances. That's why it's time to update our company's stodgy image and give it the sleek, dazzling veneer of the 1980's!"," Oh, thank God!"
Fry," This company's on the fast track to the ""It"" list. Blast back kudos all around!"," It's all about appearances. That's why it's time to update our company's stodgy image and give it the sleek, dazzling veneer of the 1980's!"
Leela," Uh, hello? We haven't made one delivery since you two took over."," This company's on the fast track to the ""It"" list. Blast back kudos all around!"
Steve Castle," Delivery has nothing to do with the delivery business. Image, people, image! Scope out this new ad!"," Uh, hello? We haven't made one delivery since you two took over."
Mom, We shall prevail!," Delivery has nothing to do with the delivery business. Image, people, image! Scope out this new ad!"
Man, Hey! We were watching that!, We shall prevail!
Leela, That was terrible! People won't even know what we do., Hey! We were watching that!
Bender," I don't even know what we do. Nah, just kidding! What are, like, a bus or something?", That was terrible! People won't even know what we do.
Leela," Did you approve that awful ad, Fry?"," I don't even know what we do. Nah, just kidding! What are, like, a bus or something?"
Fry, the brand.," Did you approve that awful ad, Fry?"
Leela," Oh, Lord!", the brand.
Zoidberg,," Oh, Lord!"
Steve Castle, Sold!,
Zoidberg, You got fleeced! I would have settled for a hard roll with ketchup inside!, Sold!
Mom, I'm sick of hearing about those turtle squirts!, You got fleeced! I would have settled for a hard roll with ketchup inside!
Igner," But they're kings, Mommy!", I'm sick of hearing about those turtle squirts!
Mom," Jam a bastard in it, you crap!"," But they're kings, Mommy!"
Elzar," Enjoy our private dining room, folks. This is where we serve our richest, most successful chumps!"," Jam a bastard in it, you crap!"
Fry," Tonight, that's us!"," Enjoy our private dining room, folks. This is where we serve our richest, most successful chumps!"
Steve Castle, What have you got that's really overpriced?," Tonight, that's us!"
Elzar, Everything., What have you got that's really overpriced?
Steve Castle, Bring me that., Everything.
Fry, Make it two. And a glass of all your water., Bring me that.
Steve Castle," OK, let's work on your execu-speak. I'm worried about ""blank"".", Make it two. And a glass of all your water.
Fry," Don't you worry about ""blank"". Let me worry about ""blank""."," OK, let's work on your execu-speak. I'm worried about ""blank""."
Steve," Castle You're not looking at the big picture!"""," Don't you worry about ""blank"". Let me worry about ""blank""."
Fry, What a pleasant surprise!," Castle You're not looking at the big picture!"""
Mom," Shut up, booger blaster! It's time the three of us had a talk.", What a pleasant surprise!
Steve Castle," I'll handle this, Fry. You get back to the farm, shift some paradigms, revolutionise outside the box."," Shut up, booger blaster! It's time the three of us had a talk."
Fry," I'm on it. But if you need me, you know where I'll be."," I'll handle this, Fry. You get back to the farm, shift some paradigms, revolutionise outside the box."
Fry," Call me a ""booger blaster""! I'll blast a booger so hard that--"," I'm on it. But if you need me, you know where I'll be."
Leela," Fry, we're worried about Planet Express."," Call me a ""booger blaster""! I'll blast a booger so hard that--"
Fry," Don't you worry about Planet Express. Let me worry about ""blank""."," Fry, we're worried about Planet Express."
Hermes, That Guy is nothing but a flashy con man! And you've been hypnotised by his swinging baloney!," Don't you worry about Planet Express. Let me worry about ""blank""."
Leela," You've changed, Fry.", That Guy is nothing but a flashy con man! And you've been hypnotised by his swinging baloney!
Fry, Suz? Have I changed?," You've changed, Fry."
Suz," No, sir, Mr. Fry.", Suz? Have I changed?
Fry," Thanks, doll."," No, sir, Mr. Fry."
Leela,," Thanks, doll."
Farnsworth," This isn't a business. I've always thought of it more as a source of cheap labour, like a family.",
Fry," You're right, Professor. We might not be a traditional family like the Murphy's next door or the lesbian coven across the street. But we are a family and That Guy understands that."," This isn't a business. I've always thought of it more as a source of cheap labour, like a family."
Steve Castle, Everyone's fired and we're out of business.," You're right, Professor. We might not be a traditional family like the Murphy's next door or the lesbian coven across the street. But we are a family and That Guy understands that."
Amy," Oh, no!", Everyone's fired and we're out of business.
Hermes, How?," Oh, no!"
Steve Castle, I'm gonna sell Planet Express to Mom so she can gut the company and eliminate us as competitors., How?
Mom," Don't let the door hit you on the way out, 'cause I don't want ass prints on my new door!", I'm gonna sell Planet Express to Mom so she can gut the company and eliminate us as competitors.
Fry," Uh, Ms. Johnson? Please bring in some more chair fuel."," Don't let the door hit you on the way out, 'cause I don't want ass prints on my new door!"
Fry, I had no idea the company would be sold. I was just an innocent suck-up. You've gotta believe me!," Uh, Ms. Johnson? Please bring in some more chair fuel."
Leela, Just leave us alone and let us clear out our lockers., I had no idea the company would be sold. I was just an innocent suck-up. You've gotta believe me!
Bender, Yeah!, Just leave us alone and let us clear out our lockers.
Amy," It's so sad, where will I go? What will I do?", Yeah!
Lackey," You have Mrs. Darlinghaven's cotillion at 7, ma'am."," It's so sad, where will I go? What will I do?"
Amy, Oh. That'll be fun.," You have Mrs. Darlinghaven's cotillion at 7, ma'am."
Fry," Ms. Johnson, you've never lied to me. Am I still a good person?", Oh. That'll be fun.
Suz," I don't know, sir. I'm a program built into the intercom."," Ms. Johnson, you've never lied to me. Am I still a good person?"
Fry," I've got to redeem myself. Somehow, sometime, for some reason. I'll block this takeover!"," I don't know, sir. I'm a program built into the intercom."
Suz," Mr. Fry, your two o'clock magician is here."," I've got to redeem myself. Somehow, sometime, for some reason. I'll block this takeover!"
Fry, Reschedule.," Mr. Fry, your two o'clock magician is here."
Brokerbot 1, Sell 100 soylent beans!, Reschedule.
Brokerbot 2," Buy 3,000 cornbellies!", Sell 100 soylent beans!
Brokerbot 3, 200 canned whoop-ass!," Buy 3,000 cornbellies!"
Brokerbot 1, Three big bags of trash!, 200 canned whoop-ass!
JorEl," Attention, please. The takeover of PlanEx Corp. by Mom's Delivery Company will take place in the business centre in 10 minutes. I am Jor-El, master of scheduling!", Three big bags of trash!
Steve Castle," OK. We've got the hot tub hot, the wine cooler's cool. It's Hammer time!"," Attention, please. The takeover of PlanEx Corp. by Mom's Delivery Company will take place in the business centre in 10 minutes. I am Jor-El, master of scheduling!"
Bender, You suck!," OK. We've got the hot tub hot, the wine cooler's cool. It's Hammer time!"
Mom," According to regulations, both companies must approve the takeover. Planet Express shareholders, cast your votes.", You suck!
Hermes, Great Bonda of Uganda! We can vote against it!," According to regulations, both companies must approve the takeover. Planet Express shareholders, cast your votes."
Bender, I'll vote it down like a raise for school teachers!, Great Bonda of Uganda! We can vote against it!
Bender, What the--?, I'll vote it down like a raise for school teachers!
Hattie, How the--?, What the--?
Amy," Oh, no!", How the--?
Steve Castle, I neglected to mention that the shares I bought from Dr. Zoidberg gave me majority control.," Oh, no!"
Leela, Zoidberg owned 51% of the company?, I neglected to mention that the shares I bought from Dr. Zoidberg gave me majority control.
Hermes, The shares were worthless and he kept asking for toilet paper., Zoidberg owned 51% of the company?
Mom, ballots., The shares were worthless and he kept asking for toilet paper.
Igner," Uh, the ballot was confusing.", ballots.
Mom, How about a hand recount?," Uh, the ballot was confusing."
Igner, Ow!, How about a hand recount?
Mom, The takeover of Planet Express is approved., Ow!
Amy, This stinks!, The takeover of Planet Express is approved.
Lackey, Madam is outraged., This stinks!
Steve Castle," Security, I want that bunch of rowdies outta here.", Madam is outraged.
Bender, Hold on a minute!," Security, I want that bunch of rowdies outta here."
Scruffy, Hey! Hey!, Hold on a minute!
Mom," Momcorp will now purchase all outstanding shares of Planet Express at the current market price, which is", Hey! Hey!
JorEl, 107.," Momcorp will now purchase all outstanding shares of Planet Express at the current market price, which is"
Bender, Ow! And also it hurt my feelings!, 107.
Horrible Gelatinous Stockbroker, What are you solids griping about? Your shares are worth $107 apiece., Ow! And also it hurt my feelings!
Leela," They are? Oh, my God! I'm a millionaire! Suddenly I have an opinion about that capital gains tax!", What are you solids griping about? Your shares are worth $107 apiece.
Bender, Yeah! Alright!," They are? Oh, my God! I'm a millionaire! Suddenly I have an opinion about that capital gains tax!"
Amy, I'm even richer!, Yeah! Alright!
Zoidberg," Please, oh, please!", I'm even richer!
Hermes," You didn't even refrigerate it, you spineless lobster!"," Please, oh, please!"
Zoidberg, into this!," You didn't even refrigerate it, you spineless lobster!"
Fry," As vice chairman of Planet Express, I'd like to say a few words. There comes a time for every man who becomes rich and deserts his friends, when he goes back how it was. For me, that time is now.", into this!
Fry," So I ask you, as a friend, won't you stop this deal?"," As vice chairman of Planet Express, I'd like to say a few words. There comes a time for every man who becomes rich and deserts his friends, when he goes back how it was. For me, that time is now."
Steve, Castle My bones!," So I ask you, as a friend, won't you stop this deal?"
Fry," Oh, my God! His boneitis!", Castle My bones!
Steve, Castle My only regret is ... that I have ... boneitis!," Oh, my God! His boneitis!"
Fry,, Castle My only regret is ... that I have ... boneitis!
Mom," Pry out his fillings, feed him to the jackals and let's get on with the sale.",
Fry," I don't think so. 'Cause, as vice chairman of the company, I gain voting control of his shares."," Pry out his fillings, feed him to the jackals and let's get on with the sale."
Mom," Don't be a fool, you idiot!"," I don't think so. 'Cause, as vice chairman of the company, I gain voting control of his shares."
Fry, ... Hubert Farnsworth.," Don't be a fool, you idiot!"
Farnsworth," Oh, uh, what? I'm awake, I'm awake!", ... Hubert Farnsworth.
Bender," Fry! Stop doing the right thing, you jerk!"," Oh, uh, what? I'm awake, I'm awake!"
Leela," Let Mom buy the company! We all wanna be filthy, stinking rich!"," Fry! Stop doing the right thing, you jerk!"
Zoidberg," Trust me, two out of three doesn't cut it!"," Let Mom buy the company! We all wanna be filthy, stinking rich!"
Fry, You mean you'd rather be rich than work together?," Trust me, two out of three doesn't cut it!"
Leela," Hell, yeah!", You mean you'd rather be rich than work together?
Fry," In my whole life, this company was the only place I'd ever really felt at home. If being millionaires is more important to you than our--"," Hell, yeah!"
Bender, It is!," In my whole life, this company was the only place I'd ever really felt at home. If being millionaires is more important to you than our--"
Fry," Friendship, then I'll sell Planet Express, for you.", It is!
Hattie," ""Millionaires"" nothing! The stock's only worth three kajiggers!"," Friendship, then I'll sell Planet Express, for you."
Bender," Oh, come on!"," ""Millionaires"" nothing! The stock's only worth three kajiggers!"
Hermes, My Jah! It's worth less now than when it was worthless!," Oh, come on!"
Fry, It is? Yahoo! We're poor no matter what I do! The deal is off!, My Jah! It's worth less now than when it was worthless!
Zoidberg, Why? Why?, It is? Yahoo! We're poor no matter what I do! The deal is off!
