,0,raw,name
13690,"Fry: Hey, wait. This brain knows everything about everything, right?
","Fry: Hey, wait. This brain knows everything about everything, right?
",Fry
13691,"Ken to be setting off a bomb.
","Ken to be setting off a bomb.
","Ken to be setting off a bomb.
"
13692,"Fry Is it true that postage stamp glue is made of--
","Fry Is it true that postage stamp glue is made of--
","Fry Is it true that postage stamp glue is made of--
"
13693,"Huge Brain: Correct. Toad mucus.
","Huge Brain: Correct. Toad mucus.
",Huge Brain
13694,"Ken: There's no time for this. Activate the bomb.
","Ken: There's no time for this. Activate the bomb.
",Ken
13695,"Fry What really killed the dinosaurs?
","Fry What really killed the dinosaurs?
","Fry What really killed the dinosaurs?
"
13696,"Huge Brain: Me!
","Huge Brain: Me!
",Huge Brain
13697,"Computer Voice: Unauthorized data access.
","Computer Voice: Unauthorized data access.
",Computer Voice
13698,"Fry: Uh-oh!
","Fry: Uh-oh!
",Fry
13699,"Big Brain: Detecting trace amounts of mental activity. Possibly a dead weasel or a cartoon viewer.
","Big Brain: Detecting trace amounts of mental activity. Possibly a dead weasel or a cartoon viewer.
",Big Brain
13700,"Fry: Ew! Gross. Cut it out!
","Fry: Ew! Gross. Cut it out!
",Fry
13701,"Brain #1: Odd. He is immune to our psionic attack.
","Brain #1: Odd. He is immune to our psionic attack.
",Brain #1
13702,"Brain #2: Impossible! We're an ambitious young squad with everything to prove.
","Brain #2: Impossible! We're an ambitious young squad with everything to prove.
",Brain #2
13703,"Big Brain Huh?
","Big Brain Huh?
","Big Brain Huh?
"
13704,"Brain #2: A quantum-interface bomb? Are you insane in the membrane?
","Brain #2: A quantum-interface bomb? Are you insane in the membrane?
",Brain #2
13705,"Fry: You got it, poindexter!
","Fry: You got it, poindexter!
",Fry
13706,"Brain #1: Oh, not good!
","Brain #1: Oh, not good!
",Brain #1
13707,"Computer Voice: Detonation in T-60 Earth seconds.
","Computer Voice: Detonation in T-60 Earth seconds.
",Computer Voice
13708,"Brain #3: You fool! You'll be transported to the other universe with us. Trapped there for all eternity.
","Brain #3: You fool! You'll be transported to the other universe with us. Trapped there for all eternity.
",Brain #3
13709,"Brain #1: And we'll form a tightly-knit clique that you won't be part of!
","Brain #1: And we'll form a tightly-knit clique that you won't be part of!
",Brain #1
13710,"Fry: Well at least I did one important thing with my life: Leading good to victory over evil!
","Fry: Well at least I did one important thing with my life: Leading good to victory over evil!
",Fry
13711,"Nibbler: Yay!
","Nibbler: Yay!
",Nibbler
13712,"Ken: Exactly!
","Ken: Exactly!
",Ken
13713,"Big Brain: The Nibblonians? Good? Ha! During your last moments in this universe perhaps you should query our database concerning the night of December 31st, 1999.
","Big Brain: The Nibblonians? Good? Ha! During your last moments in this universe perhaps you should query our database concerning the night of December 31st, 1999.
",Big Brain
13714,"Fry: The day I got frozen? What about it?
","Fry: The day I got frozen? What about it?
",Fry
13715,"Nibbler: No! Don't ask about that! It-It would be, uh ... boring!
","Nibbler: No! Don't ask about that! It-It would be, uh ... boring!
",Nibbler
13716,"Fry: Ah, forget it then.
","Fry: Ah, forget it then.
",Fry
13717,"Big Brain: Query!
","Big Brain: Query!
",Big Brain
13718,"Fry: OK! Sheesh! What happened to me, Philip J. Fry, on the night of December 31st, 1999?
","Fry: OK! Sheesh! What happened to me, Philip J. Fry, on the night of December 31st, 1999?
",Fry
13719,"Huge Brain: Clarification request: Are you the Philip J. Fry from Earth or the Philip J. Fry from Hovering Squidworld 97A?
","Huge Brain: Clarification request: Are you the Philip J. Fry from Earth or the Philip J. Fry from Hovering Squidworld 97A?
",Huge Brain
13720,"Big Brain: Earth, you fat idiot! Hurry up!
","Big Brain: Earth, you fat idiot! Hurry up!
",Big Brain
13721,"Fry ... Icy Wiener? Aw, crud!
","Fry ... Icy Wiener? Aw, crud!
","Fry ... Icy Wiener? Aw, crud!
"
13722,"Fry?
","Fry?
","Fry?
"
13723,"Fry: What the--
","Fry: What the--
",Fry
13724,"Fry: I-- I don't understand. You made me go in the freezer tube?
","Fry: I-- I don't understand. You made me go in the freezer tube?
",Fry
13725,"Computer Voice: Detonation in T-15 seconds.
","Computer Voice: Detonation in T-15 seconds.
",Computer Voice
13726,"Fry: You little runts froze me! You took away my life!
","Fry: You little runts froze me! You took away my life!
",Fry
13727,"Nibbler: We can explain!
","Nibbler: We can explain!
",Nibbler
13728,"Fry: No, you can't. Shut your adorable trap!
","Fry: No, you can't. Shut your adorable trap!
",Fry
13729,"Nibbler: We had no choice. You were the only one who could help us. What is one life weighed against the entire universe?
","Nibbler: We had no choice. You were the only one who could help us. What is one life weighed against the entire universe?
",Nibbler
13730,"Fry life.
","Fry life.
","Fry life.
"
13731,"Computer Voice: Detonation in two, one. Will the owner of a white Pontiac Firebird-- Oh, never mind. Zero!
","Computer Voice: Detonation in two, one. Will the owner of a white Pontiac Firebird-- Oh, never mind. Zero!
",Computer Voice
13732,"Big Brain: Well, here we are. Trapped for eternity.
","Big Brain: Well, here we are. Trapped for eternity.
",Big Brain
13733,"Brain #2.
","Brain #2.
","Brain #2.
"
13734,"Fry: Go ahead. I deserve it. I wish those stupid racoons had never brought me to the future.
","Fry: Go ahead. I deserve it. I wish those stupid racoons had never brought me to the future.
",Fry
13735,"Huge Brain: I have shocking data relevant to this conversation.
","Huge Brain: I have shocking data relevant to this conversation.
",Huge Brain
13736,"Big Brain: We don't care, you dope! We're in another universe. You're not in charge anymore.
","Big Brain: We don't care, you dope! We're in another universe. You're not in charge anymore.
",Big Brain
13737,"Huge Brain: It is possible for the Philip Fry to resume his life on December 31st, 1999.
","Huge Brain: It is possible for the Philip Fry to resume his life on December 31st, 1999.
",Huge Brain
13738,"Fry: Really? I can go back in time?
","Fry: Really? I can go back in time?
",Fry
13739,"Huge Brain: There is a nexus point between universes at the space-time where you entered the cryogenic tube. You and only you can return there.
","Huge Brain: There is a nexus point between universes at the space-time where you entered the cryogenic tube. You and only you can return there.
",Huge Brain
13740,"Big Brain: Interesting. You could stop the Nibblonian from pushing you into the cryogenic tube.
","Big Brain: Interesting. You could stop the Nibblonian from pushing you into the cryogenic tube.
",Big Brain
13741,"Fry interesting. Why?
","Fry interesting. Why?
","Fry interesting. Why?
"
13742,"Big Brain: It would be as if you never came to the future. You will have your life back and we will succeed in our plan to understand and destroy the universe.
","Big Brain: It would be as if you never came to the future. You will have your life back and we will succeed in our plan to understand and destroy the universe.
",Big Brain
13743,"Fry: Everybody wins!
","Fry: Everybody wins!
",Fry
13744,"Brain #2: The human will be returned to the past!
","Brain #2: The human will be returned to the past!
",Brain #2
13745,"Narrator: Meanwhile.
","Narrator: Meanwhile.
",Narrator
13746,"Leela: I love rocket skating! But the wait is always so long. Poor Fry once stood in line for six hours just to get me a ticket.
","Leela: I love rocket skating! But the wait is always so long. Poor Fry once stood in line for six hours just to get me a ticket.
",Leela
13747,"Chaz: Six hours? Pft! Sounds like a real nobody! But now it's time for somebody and some chick he's with to go skating.
","Chaz: Six hours? Pft! Sounds like a real nobody! But now it's time for somebody and some chick he's with to go skating.
",Chaz
13748,"Leela: You reserved the whole rink?
","Leela: You reserved the whole rink?
",Leela
13749,"Chaz: Yup. Buzzed ahead, let 'em know whose aide was coming by. The mayor's, that's whose.
","Chaz: Yup. Buzzed ahead, let 'em know whose aide was coming by. The mayor's, that's whose.
",Chaz
13750,"Leela: Oh, Chaz!
","Leela: Oh, Chaz!
",Leela
13751,"Sally: Mr. Vogel, I thought we was going skating.
","Sally: Mr. Vogel, I thought we was going skating.
",Sally
13752,"Vogel: No, we're not important enough. Everybody just hold hands until the bus driver comes back from his haircut.
","Vogel: No, we're not important enough. Everybody just hold hands until the bus driver comes back from his haircut.
",Vogel
13753,"Leela: Aw, let's let those kids skate with us.
","Leela: Aw, let's let those kids skate with us.
",Leela
13754,"Chaz: What? Seriously? I'm trying to impress you with my clout here.
","Chaz: What? Seriously? I'm trying to impress you with my clout here.
",Chaz
13755,"Leela: I know, and it's working. But think how much skating would mean to those kids.
","Leela: I know, and it's working. But think how much skating would mean to those kids.
",Leela
13756,"Nina: We came here instead of eating today.
","Nina: We came here instead of eating today.
",Nina
13757,"Leela: This may be their only chance to skate in their whole lives. Who are we to say they can't?
","Leela: This may be their only chance to skate in their whole lives. Who are we to say they can't?
",Leela
13758,"Chaz Beat it, kids! Come back when you got connections!
","Chaz Beat it, kids! Come back when you got connections!
","Chaz Beat it, kids! Come back when you got connections!
"
13759,"Vogel: Alright, little ones, back to the orphanarium. You can slide around the gym in your socks.
","Vogel: Alright, little ones, back to the orphanarium. You can slide around the gym in your socks.
",Vogel
13760,"Sally: What socks?
","Sally: What socks?
",Sally
13761,"Chaz: So am I gonna get lucky tonight or what?
","Chaz: So am I gonna get lucky tonight or what?
",Chaz
13762,"Fry: I hope your calculations are correct.
","Fry: I hope your calculations are correct.
",Fry
13763,"Big Brain: Our calculations are always correct. For we are gigantic brains.
","Big Brain: Our calculations are always correct. For we are gigantic brains.
",Big Brain
13764,"Brain #2: Initiate space-time transfer.
","Brain #2: Initiate space-time transfer.
",Brain #2
13765,"Nibbler: I hereby place an order for one cheese pizza.
","Nibbler: I hereby place an order for one cheese pizza.
",Nibbler
13766,"Panucci: One pie, nothing good on it. Name?
","Panucci: One pie, nothing good on it. Name?
",Panucci
13767,"Nibbler: I-period-C-period-Wiener.
","Nibbler: I-period-C-period-Wiener.
",Nibbler
13768,"Panucci: Uh, talk a little louder. It sounds like you got some kind of tiny head on you or something.
","Panucci: Uh, talk a little louder. It sounds like you got some kind of tiny head on you or something.
",Panucci
13769,"Fry: Hello? Pizza delivery for, uh ... Icy Wiener? Aw, crud!
","Fry: Hello? Pizza delivery for, uh ... Icy Wiener? Aw, crud!
",Fry
13770,"Fry: Gotcha!
","Fry: Gotcha!
",Fry
13771,"Nibbler: I don't understand.
","Nibbler: I don't understand.
",Nibbler
13772,"Fry: Yes, you do! You came back in time to knock me into that freezer and now I came back in time to stop you.
","Fry: Yes, you do! You came back in time to knock me into that freezer and now I came back in time to stop you.
",Fry
13773,"Nibbler: I did not come back in time. My people lack that ability.
","Nibbler: I did not come back in time. My people lack that ability.
",Nibbler
13774,"Fry: But ... I know you in the future. I-I cleaned your poop.
","Fry: But ... I know you in the future. I-I cleaned your poop.
",Fry
13775,"Nibbler: Quite possible. We live long and are celebrated poopers. You will meet me when I'm a thousand years older.
","Nibbler: Quite possible. We live long and are celebrated poopers. You will meet me when I'm a thousand years older.
",Nibbler
13776,"Fry: Not if you don't freeze me.
","Fry: Not if you don't freeze me.
",Fry
13777,"Nibbler: Please. Our saviours foresee that in a thousand years, for one moment, the fate of the universe will depend on you. Since you will not live that long I must freeze you now.
","Nibbler: Please. Our saviours foresee that in a thousand years, for one moment, the fate of the universe will depend on you. Since you will not live that long I must freeze you now.
",Nibbler
13778,"Fry: Well, why couldn't you just ask me?
","Fry: Well, why couldn't you just ask me?
",Fry
13779,"Nibbler: We were afraid you would refuse.
","Nibbler: We were afraid you would refuse.
",Nibbler
13780,"Fry: Of course not. I love the future.
","Fry: Of course not. I love the future.
",Fry
13781,"Nibbler: Then why are you choking me right now?
","Nibbler: Then why are you choking me right now?
",Nibbler
13782,"Fry: Because I don't like being used.
","Fry: Because I don't like being used.
",Fry
13783,"Nibbler: Well now it's your choice. Is there nothing in the future worth saving?
","Nibbler: Well now it's your choice. Is there nothing in the future worth saving?
",Nibbler
13784,"Fry: Hm. Leela. But she doesn't think much of me.
","Fry: Hm. Leela. But she doesn't think much of me.
",Fry
13785,"Nibbler: Ah, she must be The Other.
","Nibbler: Ah, she must be The Other.
",Nibbler
13786,"Fry: What?
","Fry: What?
",Fry
13787,"Nibbler: You must not give up on her. I am stationed on a distant world known as Vergon 6. But, if you return to the future, I will transfer to Earth to give you what help I can.
","Nibbler: You must not give up on her. I am stationed on a distant world known as Vergon 6. But, if you return to the future, I will transfer to Earth to give you what help I can.
",Nibbler
13788,"Crowd: Ten, nine, eight, seven...
","Crowd: Ten, nine, eight, seven...
",Crowd
13789,"Fry: You really think I would have had a chance with Leela?
","Fry: You really think I would have had a chance with Leela?
",Fry
13790,"Nibbler: You must choose: The present or the future? To save yourself or to save Leela.
","Nibbler: You must choose: The present or the future? To save yourself or to save Leela.
",Nibbler
13791,"Crowd: One.
","Crowd: One.
",Crowd
13792,"Fry: Yes! Here I come, future! Oh, no! Wait! I'm gonna get trapped in the Infosphere again! Just remember that Scooty-Puff Jr. sucks.
","Fry: Yes! Here I come, future! Oh, no! Wait! I'm gonna get trapped in the Infosphere again! Just remember that Scooty-Puff Jr. sucks.
",Fry
13793,"Nibbler: In a thousand years, I'll get right on it.
","Nibbler: In a thousand years, I'll get right on it.
",Nibbler
13794,"Narrator: And so, a thousand years later, Fry once again infiltrated the Infosphere and set off his amazing bomb. Only this time...
","Narrator: And so, a thousand years later, Fry once again infiltrated the Infosphere and set off his amazing bomb. Only this time...
",Narrator
13795,"Nibbler Here.
","Nibbler Here.
","Nibbler Here.
"
13796,"Fry: Whoa, thanks! If you ever need a saviour again, just ask.
","Fry: Whoa, thanks! If you ever need a saviour again, just ask.
",Fry
13797,"Nibbler: Oh, we will. We will.
","Nibbler: Oh, we will. We will.
",Nibbler
13798,"Fry: Man, I can't wait to tell everyone what happened.
","Fry: Man, I can't wait to tell everyone what happened.
",Fry
13799,"Nibbler: Uh, yes. Incidentally, I need to remain undercover so I'm blanking your memory.
","Nibbler: Uh, yes. Incidentally, I need to remain undercover so I'm blanking your memory.
",Nibbler
13800,"Fry: Huh. Did everything just taste purple for a second? Oh, well. Let's go home, you dumb poop machine.
","Fry: Huh. Did everything just taste purple for a second? Oh, well. Let's go home, you dumb poop machine.
",Fry
13801,"Leela: Bender, would you do the honours?
","Leela: Bender, would you do the honours?
",Leela
13802,"Bender: With gusto.
","Bender: With gusto.
",Bender
13803,"Fry: Hey, Leela. I guess I got this for you.
","Fry: Hey, Leela. I guess I got this for you.
",Fry
13804,"Leela: Oh. Thank you. You know what, Fry? I don't care if you're not the most important person in the universe. It really makes me happy to see you right now.
","Leela: Oh. Thank you. You know what, Fry? I don't care if you're not the most important person in the universe. It really makes me happy to see you right now.
",Leela
13805,"Fry the most important person in the universe.
","Fry the most important person in the universe.
","Fry the most important person in the universe.
"
13806,"Fry: Yes!
","Fry: Yes!
",Fry
13807,"Shatner: Shatner's log, airdate ... unknown.
","Shatner: Shatner's log, airdate ... unknown.
",Shatner
13808,"Shatner to recount the events I have witnessed. So, settle in. It all began--
","Shatner to recount the events I have witnessed. So, settle in. It all began--
","Shatner to recount the events I have witnessed. So, settle in. It all began--
"
13809,"Zapp: Quiet, you! This court martial is now in session. The honourably sexy Zapp Brannigan residing. Bring in the accused.
","Zapp: Quiet, you! This court martial is now in session. The honourably sexy Zapp Brannigan residing. Bring in the accused.
",Zapp
13810,"Takei: Oh, my!
","Takei: Oh, my!
",Takei
13811,"Zapp: Philip J. Fry, you stand accused of travelling to the forbidden planet, Omega 3, a crime punishable by 12 concurrent death sentences. Do you understand the charges?
","Zapp: Philip J. Fry, you stand accused of travelling to the forbidden planet, Omega 3, a crime punishable by 12 concurrent death sentences. Do you understand the charges?
",Zapp
13812,"Kif: One beep for ""yes"", two beeps for ""no"".
","Kif: One beep for ""yes"", two beeps for ""no"".
",Kif
13813,"Zapp Double ""yes"". Guilty! I will now carry out the punishment. Kif, my gun.
","Zapp Double ""yes"". Guilty! I will now carry out the punishment. Kif, my gun.
","Zapp Double ""yes"". Guilty! I will now carry out the punishment. Kif, my gun.
"
13814,"Leela: Wait! He pled ""not guilty"".
","Leela: Wait! He pled ""not guilty"".
",Leela
13815,"Zapp Order in the court! Very well then, Mr. Fry. Please recount the events that led you to be guilty.
","Zapp Order in the court! Very well then, Mr. Fry. Please recount the events that led you to be guilty.
","Zapp Order in the court! Very well then, Mr. Fry. Please recount the events that led you to be guilty.
"
13816,"Leela: The Professor said he was taking a brief nap, so we only have time for six movies.
","Leela: The Professor said he was taking a brief nap, so we only have time for six movies.
",Leela
13817,"Bender: Let's take these six Jim Carrey movies and record over them.
","Bender: Let's take these six Jim Carrey movies and record over them.
",Bender
13818,"Fry movies!
","Fry movies!
","Fry movies!
"
13819,"Clerk: Everybody hit the deck!
","Clerk: Everybody hit the deck!
",Clerk
13820,"Leela: Sh! Those words are forbidden!
","Leela: Sh! Those words are forbidden!
",Leela
13821,"Fry?
","Fry?
","Fry?
"
13822,"Leela: Sh!
","Leela: Sh!
",Leela
13823,"Zoidberg: Shut your gills!
","Zoidberg: Shut your gills!
",Zoidberg
13824,"Bender: That sound! It's patrol car 718! Hide him!
","Bender: That sound! It's patrol car 718! Hide him!
",Bender
13825,"Zapp: The court is intrigued. Perhaps we could hear more about these forbidden words from someone with a sexily seductive voice.
","Zapp: The court is intrigued. Perhaps we could hear more about these forbidden words from someone with a sexily seductive voice.
",Zapp
13826,"Takei wars.
","Takei wars.
","Takei wars.
"
13827,"Zapp fans?
","Zapp fans?
","Zapp fans?
"
13828,"Nichols fandom had evolved from a loose association of nerds with skin problems into a full-blown religion.
","Nichols fandom had evolved from a loose association of nerds with skin problems into a full-blown religion.
","Nichols fandom had evolved from a loose association of nerds with skin problems into a full-blown religion.
"
13829,"Priest: And Scotty beamed them to the Klingon ship where they would be no Tribble at all.
","Priest: And Scotty beamed them to the Klingon ship where they would be no Tribble at all.
",Priest
13830,"Congregation: All power to the engines.
","Congregation: All power to the engines.
",Congregation
13831,"Nichols And so the Trekkies were executed in the manner most befitting virgins.
","Nichols And so the Trekkies were executed in the manner most befitting virgins.
","Nichols And so the Trekkies were executed in the manner most befitting virgins.
"
13832,"Man He's dead, Jim!
","Man He's dead, Jim!
","Man He's dead, Jim!
"
13833,"Nichols: Finally, the sacred texts were banned.
","Nichols: Finally, the sacred texts were banned.
",Nichols
13834,"Takei: The last copies of the 79 episodes and six movies were dumped on the forbidden world, Omega 3, along with that blooper reel where the door doesn't close all the way.
","Takei: The last copies of the 79 episodes and six movies were dumped on the forbidden world, Omega 3, along with that blooper reel where the door doesn't close all the way.
",Takei
13835,"Nimoy was forever scoured from human memory.
","Nimoy was forever scoured from human memory.
","Nimoy was forever scoured from human memory.
"
13836,"Bender: Another classic science-fiction show cancelled before its time.
","Bender: Another classic science-fiction show cancelled before its time.
",Bender
13837,"Zapp: I've never heard of such a brutal and shocking injustice that I cared so little about. Next witness.
","Zapp: I've never heard of such a brutal and shocking injustice that I cared so little about. Next witness.
",Zapp
13838,"Kif: Bender the robot, please take the stand.
","Kif: Bender the robot, please take the stand.
",Kif
13839,"Fry: She's all yours, buddy!
","Fry: She's all yours, buddy!
",Fry
13840,"Bender.
","Bender.
","Bender.
"
13841,"Zapp: Please use the beeps.
","Zapp: Please use the beeps.
",Zapp
13842,"Fry: Mr. Nimoy, I came as soon as I heard what happened centuries ago. I can't believe your show was banned.
","Fry: Mr. Nimoy, I came as soon as I heard what happened centuries ago. I can't believe your show was banned.
",Fry
13843,"Nimoy: I have absolutely no idea what you're talking about.
","Nimoy: I have absolutely no idea what you're talking about.
",Nimoy
13844,"Fry: You know. 1966? 79 episodes, about 30 good ones.
","Fry: You know. 1966? 79 episodes, about 30 good ones.
",Fry
13845,"Nimoy: Oh, really, I've done too many things to remember one particular TV series. But if-if you want to discuss my books of poetry--
","Nimoy: Oh, really, I've done too many things to remember one particular TV series. But if-if you want to discuss my books of poetry--
",Nimoy
13846,"Fry: Come on! Remember that episode where you got high on spores and smacked Kirk around?
","Fry: Come on! Remember that episode where you got high on spores and smacked Kirk around?
",Fry
13847,"Nimoy: No. Perhaps you're thinking of my one man show about Vincent van Spock-- Uh, uh, I mean van Gogh! Damn!
","Nimoy: No. Perhaps you're thinking of my one man show about Vincent van Spock-- Uh, uh, I mean van Gogh! Damn!
",Nimoy
13848,"Fry: Aha! You can't escape it!
","Fry: Aha! You can't escape it!
",Fry
13849,"Nimoy: Oh, you're right, I can't.
","Nimoy: Oh, you're right, I can't.
",Nimoy
13850,"Fry: Uh, jeez, don't get upset. I mean, OK, I outwitted you, but--
","Fry: Uh, jeez, don't get upset. I mean, OK, I outwitted you, but--
",Fry
13851,"Nimoy: No, it's my fellow cast members. 300 years ago they left Earth behind.
","Nimoy: No, it's my fellow cast members. 300 years ago they left Earth behind.
",Nimoy
13852,"Shatner: This planet doesn't appreciate us anymore, Leonard.
","Shatner: This planet doesn't appreciate us anymore, Leonard.
",Shatner
13853,"Nimoy: Bill, you are, and always shall be, my friend. But I just signed a six-month lease on my apartment. I can't walk away from a commitment like that.
","Nimoy: Bill, you are, and always shall be, my friend. But I just signed a six-month lease on my apartment. I can't walk away from a commitment like that.
",Nimoy
13854,"Shatner: Very well, my friend.
","Shatner: Very well, my friend.
",Shatner
13855,"Nimoy: Why did the world turn it's back on our obvious greatness?
","Nimoy: Why did the world turn it's back on our obvious greatness?
",Nimoy
13856,"Fry: I'm literally angry with rage! Your co-stars may be gone but we can still get those episode tapes back for the whole world to see. Come on!
","Fry: I'm literally angry with rage! Your co-stars may be gone but we can still get those episode tapes back for the whole world to see. Come on!
",Fry
13857,"Nimoy: Oh!
","Nimoy: Oh!
",Nimoy
13858,"Frakes! Front row!
","Frakes! Front row!
","Frakes! Front row!
"
13859,"Leela: You can't go to Omega 3; it's forbidden! I forbid you!
","Leela: You can't go to Omega 3; it's forbidden! I forbid you!
",Leela
13860,"Fry to give people hope for the future.
","Fry to give people hope for the future.
","Fry to give people hope for the future.
"
13861,"Leela: But it's set 800 years in the past!
","Leela: But it's set 800 years in the past!
",Leela
13862,"Bender: Yeah, why is this so important to you?
","Bender: Yeah, why is this so important to you?
",Bender
13863,"Fry: 'Cause it-it taught me so much. Like how you should accept people, whether they be black, white, Klingon or even female. But most importantly, when I didn't have any friends, it made me feel like maybe I did.
","Fry: 'Cause it-it taught me so much. Like how you should accept people, whether they be black, white, Klingon or even female. But most importantly, when I didn't have any friends, it made me feel like maybe I did.
",Fry
13864,"Leela: Well, that is touchingly pathetic. I guess I can't let you go alone.
","Leela: Well, that is touchingly pathetic. I guess I can't let you go alone.
",Leela
13865,"Bender: I'll go too, with Leonard's permission, of course.
","Bender: I'll go too, with Leonard's permission, of course.
",Bender
13866,"Leela: We're entering the Omega system.
","Leela: We're entering the Omega system.
",Leela
13867,"Computer Voice: Warning: You are now in forbidden space.
","Computer Voice: Warning: You are now in forbidden space.
",Computer Voice
13868,"Bender Ooh, I'm so scared!
","Bender Ooh, I'm so scared!
","Bender Ooh, I'm so scared!
"
13869,"Leela: I've lost control of the ship!
","Leela: I've lost control of the ship!
",Leela
13870,"Fry: Oh, dip!
","Fry: Oh, dip!
",Fry
13871,"Nimoy: Dip, indeed!
","Nimoy: Dip, indeed!
",Nimoy
13872,"Fry: It's all stuff from that forbidden show.
","Fry: It's all stuff from that forbidden show.
",Fry
13873,"Nimoy: So many cardboard sets, so many memories. If only the others--
","Nimoy: So many cardboard sets, so many memories. If only the others--
",Nimoy
13874,"Shatner: I guess that's my cue.
","Shatner: I guess that's my cue.
",Shatner
13875,"Nimoy: Bill!
","Nimoy: Bill!
",Nimoy
13876,"Shatner: L-Dog!
","Shatner: L-Dog!
",Shatner
13877,"Nimoy: Hey! This is wonderful!
","Nimoy: Hey! This is wonderful!
",Nimoy
13878,"Shatner: Oh, man.
","Shatner: Oh, man.
",Shatner
13879,"Nimoy: I feel like hugging you.
","Nimoy: I feel like hugging you.
",Nimoy
13880,"Shatner And we're both men.
","Shatner And we're both men.
","Shatner And we're both men.
"
13881,"Nimoy Welshie!
","Nimoy Welshie!
","Nimoy Welshie!
"
13882,"Fry: Welshie?
","Fry: Welshie?
",Fry
13883,"Nichols: We did some musical reunion specials in the 2200's but the guy who played Scotty had trouble yodelling.
","Nichols: We did some musical reunion specials in the 2200's but the guy who played Scotty had trouble yodelling.
",Nichols
13884,"Takei: Ever since then, Welshie has been a welcome participant in our escapades.
","Takei: Ever since then, Welshie has been a welcome participant in our escapades.
",Takei
13885,"Fry: I can't believe it! How'd you all end up here?
","Fry: I can't believe it! How'd you all end up here?
",Fry
13886,"Shatner: We were on our way to Welshie's cousin's house to stay in the guest room when our ship was pulled down to this planet and crashed, just like yours.
","Shatner: We were on our way to Welshie's cousin's house to stay in the guest room when our ship was pulled down to this planet and crashed, just like yours.
",Shatner
13887,"Koenig: When we woke up, we had these bodies.
","Koenig: When we woke up, we had these bodies.
",Koenig
13888,"Fry: Say it in Russian!
","Fry: Say it in Russian!
",Fry
13889,"Koenig: Ven vee voke up vee had these wodies.
","Koenig: Ven vee voke up vee had these wodies.
",Koenig
13890,"Fry: Now say ""nuclear wessels""!
","Fry: Now say ""nuclear wessels""!
",Fry
13891,"Koenig: No!
","Koenig: No!
",Koenig
13892,"Takei: You'll love it here. Everything is provided for us, and we never age. Check out these abs!
","Takei: You'll love it here. Everything is provided for us, and we never age. Check out these abs!
",Takei
13893,"Bender: Yowza!
","Bender: Yowza!
",Bender
13894,"Leela: But who's doing all this for you?
","Leela: But who's doing all this for you?
",Leela
13895,"Shatner: You know, we never thought about it. We're famous celebrities -- we're used to this sort of treatment.
","Shatner: You know, we never thought about it. We're famous celebrities -- we're used to this sort of treatment.
",Shatner
13896,"Melllvar: It is I!
","Melllvar: It is I!
",Melllvar
13897,"Bender: Whoa! What a cheesy effect!
","Bender: Whoa! What a cheesy effect!
",Bender
13898,"Melllvar: I am not an effect! You doubt my power?
","Melllvar: I am not an effect! You doubt my power?
",Melllvar
13899,"Bender: I do.
","Bender: I do.
",Bender
13900,"Welshie: Aye!
","Welshie: Aye!
",Welshie
13901,"Fry: Welshie!
","Fry: Welshie!
",Fry
13902,"Zapp: This court will now hear some very sensual testimony from this court's ex-lover, Turanga Leela.
","Zapp: This court will now hear some very sensual testimony from this court's ex-lover, Turanga Leela.
",Zapp
13903,"Leela yourself.
","Leela yourself.
","Leela yourself.
"
13904,"Melllvar: Behold another power, different from the one you saw earlier.
","Melllvar: Behold another power, different from the one you saw earlier.
",Melllvar
13905,"Nimoy: Hey, a body! Buff, tan. Yeah, this is mine, alright!
","Nimoy: Hey, a body! Buff, tan. Yeah, this is mine, alright!
",Nimoy
13906,"Fry: Alright, you gas, what's the deal?
","Fry: Alright, you gas, what's the deal?
",Fry
13907,"Melllvar!
","Melllvar!
","Melllvar!
"
13908,"Fry than me!
","Fry than me!
","Fry than me!
"
13909,"Melllvar Long have I waited for the one who played Spock. At last, we can begin.
","Melllvar Long have I waited for the one who played Spock. At last, we can begin.
","Melllvar Long have I waited for the one who played Spock. At last, we can begin.
"
13910,"Fry convention!
","Fry convention!
","Fry convention!
"
13911,"Nimoy: Uh, Melllvar, can you give us some idea of how long this is going to last?
","Nimoy: Uh, Melllvar, can you give us some idea of how long this is going to last?
",Nimoy
13912,"Melllvar: Until time stops.
","Melllvar: Until time stops.
",Melllvar
13913,"Leela: What?
","Leela: What?
",Leela
13914,"Shatner: He can't do this!
","Shatner: He can't do this!
",Shatner
13915,"Nimoy: You can't be serious!
","Nimoy: You can't be serious!
",Nimoy
13916,"Melllvar: Now, we have a full schedule of events--
","Melllvar: Now, we have a full schedule of events--
",Melllvar
13917,"Bender leave?
","Bender leave?
","Bender leave?
"
13918,"Koenig: Good question!
","Koenig: Good question!
",Koenig
13919,"Melllvar: No, you have to stay even longer.
","Melllvar: No, you have to stay even longer.
",Melllvar
13920,"Melllvar: Um, uh, sign it to Melllvar. ""Melllvar"" has three ""L's"".
","Melllvar: Um, uh, sign it to Melllvar. ""Melllvar"" has three ""L's"".
",Melllvar
13921,"Takei: I think I've done enough conventions to know how to spell ""Melllvar"".
","Takei: I think I've done enough conventions to know how to spell ""Melllvar"".
",Takei
13922,"Bender: Say ""nerd""!
","Bender: Say ""nerd""!
",Bender
13923,"All: Nerd!
","All: Nerd!
",All
13924,"Shatner
","Shatner
","Shatner
"
